gene symbol,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:High,Proteomics-DB:High,HPA-Ab:,Mouse Infertility,Druggable,CITDBase
PIWIL4,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,piwi like RNA-mediated gene silencing 4,TRUE,,,,,,
FBXO5,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,F-box protein 5,TRUE,,,,,,
PDPN,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,podoplanin,TRUE,,,,,,
NUP88,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,nucleoporin 88,TRUE,,,,,,
GALNTL6,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,polypeptide N-acetylgalactosaminyltransferase like 6,TRUE,,,,,,
AKR1B1,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,aldo-keto reductase family 1 member B,TRUE,,,,,,
OXNAD1,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,oxidoreductase NAD binding domain containing 1,TRUE,,,,,,
GABBR2,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,gamma-aminobutyric acid type B receptor subunit 2,TRUE,,,,,,
FRRS1,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,ferric chelate reductase 1,TRUE,,,,,,
DAGLA,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,diacylglycerol lipase alpha,TRUE,,,,,,
KIAA1191,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,KIAA1191,TRUE,,,,,,
SULT4A1,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,sulfotransferase family 4A member 1,TRUE,,,,,,
H4C6,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,H4 clustered histone 6,TRUE,,,,,,
SHKBP1,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,SH3KBP1 binding protein 1,TRUE,,,,,,
WDHD1,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,WD repeat and HMG-box DNA binding protein 1,TRUE,,,,,,
HEPH,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,hephaestin,TRUE,,,,,,
RAB5A,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,"RAB5A, member RAS oncogene family",TRUE,,,,,,
OSM,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,oncostatin M,TRUE,,,,,,
ACTRT1,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,actin related protein T1,TRUE,,,,,,
CTDSPL,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,CTD small phosphatase like,TRUE,,,,,,
PAPPA2,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,pappalysin 2,TRUE,,,,,,
GFOD2,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,glucose-fructose oxidoreductase domain containing 2,TRUE,,,,,,
AKR7A3,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,aldo-keto reductase family 7 member A3,TRUE,,,,,,
TDGF1,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,teratocarcinoma-derived growth factor 1,TRUE,,,,,,
CRYZL1,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,crystallin zeta like 1,TRUE,,,,,,
MUC7,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,"mucin 7, secreted",TRUE,,,,,,
FOXRED1,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,FAD dependent oxidoreductase domain containing 1,TRUE,,,,,,
NPPB,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,natriuretic peptide B,TRUE,,,,,,
ABCD4,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,ATP binding cassette subfamily D member 4,TRUE,,,,,,
SLC17A7,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,solute carrier family 17 member 7,TRUE,,,,,,
CST4,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,cystatin S,TRUE,,,,,,
CDC6,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,cell division cycle 6,TRUE,,,,,,
CASP8,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,caspase 8,TRUE,,,,,,
SIN3A,0.002956639,No data,No data,No data,No data,0.014783194,No data,No data,SIN3 transcription regulator family member A,TRUE,,,,,,
DIAPH2,0.002943909,No data,No data,No data,No data,0.014719544,No data,No data,diaphanous related formin 2,TRUE,,,,,,
POF1B,0.002943909,No data,No data,No data,No data,0.014719544,No data,No data,POF1B actin binding protein,TRUE,,,,,,
NSMCE2,0.002936107,No data,No data,No data,No data,0.014680533,No data,No data,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase",TRUE,,,,,,
VDAC1,0.002936107,No data,No data,No data,No data,0.014680533,No data,No data,voltage dependent anion channel 1,TRUE,,,,,,
JUP,0.002936107,No data,No data,No data,No data,0.014680533,No data,No data,junction plakoglobin,TRUE,,,,,,
RENBP,0.002936107,No data,No data,No data,No data,0.014680533,No data,No data,renin binding protein,TRUE,,,,,,
ZFX,0.002843712,No data,No data,No data,No data,0.014218558,No data,No data,zinc finger protein X-linked,TRUE,,,,,,
NDP,0.002771849,No data,No data,No data,No data,0.013859245,No data,No data,norrin cystine knot growth factor NDP,TRUE,,,,,,
POLR1D,0.002771849,No data,No data,No data,No data,0.013859245,No data,No data,RNA polymerase I and III subunit D,TRUE,,,,,,
RBM45,0.002771849,No data,No data,No data,No data,0.013859245,No data,No data,RNA binding motif protein 45,TRUE,,,,,,
KDR,0.002771849,No data,No data,No data,No data,0.013859245,No data,No data,kinase insert domain receptor,TRUE,,,,,,
MC5R,0.002771849,No data,No data,No data,No data,0.013859245,No data,No data,melanocortin 5 receptor,TRUE,,,,,,
S100A6,0.002751317,No data,No data,No data,No data,0.013756583,No data,No data,S100 calcium binding protein A6,TRUE,,,,,,
CHL1,0.002751317,No data,No data,No data,No data,0.013756583,No data,No data,cell adhesion molecule L1 like,TRUE,,,,,,
BMP6,0.002751317,No data,No data,No data,No data,0.013756583,No data,No data,bone morphogenetic protein 6,TRUE,,,,,,
RHD,0.002751317,No data,No data,No data,No data,0.013756583,No data,No data,Rh blood group D antigen,TRUE,,,,,,
OFD1,0.002751317,No data,No data,No data,No data,0.013756583,No data,No data,OFD1 centriole and centriolar satellite protein,TRUE,,,,,,
SERPIND1,0.002751317,No data,No data,No data,No data,0.013756583,No data,No data,serpin family D member 1,TRUE,,,,,,
CBLIF,0.002751317,No data,No data,No data,No data,0.013756583,No data,No data,cobalamin binding intrinsic factor,TRUE,,,,,,
F11,0.002751317,No data,No data,No data,No data,0.013756583,No data,No data,coagulation factor XI,TRUE,,,,,,
NFIC,0.002751317,No data,No data,No data,No data,0.013756583,No data,No data,nuclear factor I C,TRUE,,,,,,
CEBPZ,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,CCAAT enhancer binding protein zeta,TRUE,,,,,,
PWAR5,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,Prader Willi/Angelman region RNA 5,TRUE,,,,,,
PAM,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,peptidylglycine alpha-amidating monooxygenase,TRUE,,,,,,
APP,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,amyloid beta precursor protein,TRUE,,,,,,
SDHB,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,succinate dehydrogenase complex iron sulfur subunit B,TRUE,,,,,,
TIMP2,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,TIMP metallopeptidase inhibitor 2,TRUE,,,,,,
CDK1,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,cyclin dependent kinase 1,TRUE,,,,,,
NTRK1,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,neurotrophic receptor tyrosine kinase 1,TRUE,,,,,,
GALNT13,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,polypeptide N-acetylgalactosaminyltransferase 13,TRUE,,,,,,
ANKRD23,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,ankyrin repeat domain 23,TRUE,,,,,,
TAS2R38,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,taste 2 receptor member 38,TRUE,,,,,,
F9,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,coagulation factor IX,TRUE,,,,,,
LRP1,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,LDL receptor related protein 1,TRUE,,,,,,
PCLAF,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,PCNA clamp associated factor,TRUE,,,,,,
CD5,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,CD5 molecule,TRUE,,,,,,
MSH2,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,mutS homolog 2,TRUE,,,,,,
RBP4,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,retinol binding protein 4,TRUE,,,,,,
SLAMF6,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,SLAM family member 6,TRUE,,,,,,
FPR2,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,formyl peptide receptor 2,TRUE,,,,,,
CSF2RA,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,colony stimulating factor 2 receptor subunit alpha,TRUE,,,,,,
PRKG1,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,protein kinase cGMP-dependent 1,TRUE,,,,,,
ANOS2P,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,"anosmin 2, pseudogene",TRUE,,,,,,
NFASC,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,neurofascin,TRUE,,,,,,
CD68,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,CD68 molecule,TRUE,,,,,,
CASZ1,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,castor zinc finger 1,TRUE,,,,,,
IL23A,0.002587059,No data,No data,No data,No data,0.012935295,No data,No data,interleukin 23 subunit alpha,TRUE,,,,,,
AHI1,0.002256931,0.000157809,No data,No data,No data,0.011087396,No data,No data,Abelson helper integration site 1,TRUE,,,,,,
CASP3,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,caspase 3,TRUE,,,,,,
ACP5,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"acid phosphatase 5, tartrate resistant",TRUE,,,,,,
SCGB1A1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,secretoglobin family 1A member 1,TRUE,,,,,,
EEF1B2P2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,eukaryotic translation elongation factor 1 beta 2 pseudogene 2,TRUE,,,,,,
HNF4A,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,hepatocyte nuclear factor 4 alpha,TRUE,,,,,,
HHAT,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,hedgehog acyltransferase,TRUE,,,,,,
IGDCC3,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,immunoglobulin superfamily DCC subclass member 3,TRUE,,,,,,
CTH,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,cystathionine gamma-lyase,TRUE,,,,,,
NRSN1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,neurensin 1,TRUE,,,,,,
PAQR8,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,progestin and adipoQ receptor family member 8,TRUE,,,,,,
CYTIP,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,cytohesin 1 interacting protein,TRUE,,,,,,
IKZF2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,IKAROS family zinc finger 2,TRUE,,,,,,
IDH2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,isocitrate dehydrogenase (NADP(+)) 2,TRUE,,,,,,
CETP,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,cholesteryl ester transfer protein,TRUE,,,,,,
DSP,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,desmoplakin,TRUE,,,,,,
PML,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,PML nuclear body scaffold,TRUE,,,,,,
DNTT,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,DNA nucleotidylexotransferase,TRUE,,,,,,
GIMAP5,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"GTPase, IMAP family member 5",TRUE,,,,,,
GTF2IRD1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,GTF2I repeat domain containing 1,TRUE,,,,,,
SPHK2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,sphingosine kinase 2,TRUE,,,,,,
MED12,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,mediator complex subunit 12,TRUE,,,,,,
TIMM8A,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,translocase of inner mitochondrial membrane 8A,TRUE,,,,,,
ITGAV,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,integrin subunit alpha V,TRUE,,,,,,
CTSG,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,cathepsin G,TRUE,,,,,,
MANBA,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,mannosidase beta,TRUE,,,,,,
HIF1A,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,hypoxia inducible factor 1 subunit alpha,TRUE,,,,,,
FH,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,fumarate hydratase,TRUE,,,,,,
PGM1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,phosphoglucomutase 1,TRUE,,,,,,
TNFRSF10A,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,TNF receptor superfamily member 10a,TRUE,,,,,,
HLA-DPB1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"major histocompatibility complex, class II, DP beta 1",TRUE,,,,,,
TUSC2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"tumor suppressor 2, mitochondrial calcium regulator",TRUE,,,,,,
LEFTY2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,left-right determination factor 2,TRUE,,,,,,
ETDC,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,embryonic testis differentiation homolog C,TRUE,,,,,,
PGPEP1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,pyroglutamyl-peptidase I,TRUE,,,,,,
CD1A,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,CD1a molecule,TRUE,,,,,,
IDH1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,isocitrate dehydrogenase (NADP(+)) 1,TRUE,,,,,,
PTCRA,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,pre T cell antigen receptor alpha,TRUE,,,,,,
ALLC,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,allantoicase,TRUE,,,,,,
GFRA1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,GDNF family receptor alpha 1,TRUE,,,,,,
LOX,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,lysyl oxidase,TRUE,,,,,,
KCNQ2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,potassium voltage-gated channel subfamily Q member 2,TRUE,,,,,,
ERBB3,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,erb-b2 receptor tyrosine kinase 3,TRUE,,,,,,
WASHC5,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,WASH complex subunit 5,TRUE,,,,,,
GDA,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,guanine deaminase,TRUE,,,,,,
ITCH,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,itchy E3 ubiquitin protein ligase,TRUE,,,,,,
VEGFC,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,vascular endothelial growth factor C,TRUE,,,,,,
LUC7L3,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,LUC7 like 3 pre-mRNA splicing factor,TRUE,,,,,,
RBMS3,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,RNA binding motif single stranded interacting protein 3,TRUE,,,,,,
MRPS30,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,mitochondrial ribosomal protein S30,TRUE,,,,,,
RAPGEF5,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,Rap guanine nucleotide exchange factor 5,TRUE,,,,,,
PCYT1A,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"phosphate cytidylyltransferase 1A, choline",TRUE,,,,,,
ALDH7A1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,aldehyde dehydrogenase 7 family member A1,TRUE,,,,,,
HOXD10,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,homeobox D10,TRUE,,,,,,
UNK,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,unk zinc finger,TRUE,,,,,,
PPP1R12C,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,protein phosphatase 1 regulatory subunit 12C,TRUE,,,,,,
MTMR11,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,myotubularin related protein 11,TRUE,,,,,,
PMAIP1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,phorbol-12-myristate-13-acetate-induced protein 1,TRUE,,,,,,
APCS,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"amyloid P component, serum",TRUE,,,,,,
NHLH1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,nescient helix-loop-helix 1,TRUE,,,,,,
CRX,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,cone-rod homeobox,TRUE,,,,,,
PRCP,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,prolylcarboxypeptidase,TRUE,,,,,,
HADH,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,hydroxyacyl-CoA dehydrogenase,TRUE,,,,,,
PGD,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,phosphogluconate dehydrogenase,TRUE,,,,,,
ASPM,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,assembly factor for spindle microtubules,TRUE,,,,,,
GP1BB,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,glycoprotein Ib platelet subunit beta,TRUE,,,,,,
PNO1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,partner of NOB1 homolog,TRUE,,,,,,
DR1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,down-regulator of transcription 1,TRUE,,,,,,
PDAP1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,PDGFA associated protein 1,TRUE,,,,,,
USP8,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,ubiquitin specific peptidase 8,TRUE,,,,,,
A1CF,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,APOBEC1 complementation factor,TRUE,,,,,,
IL17RB,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,interleukin 17 receptor B,TRUE,,,,,,
H3P19,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,H3 histone pseudogene 19,TRUE,,,,,,
GNPNAT1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,glucosamine-phosphate N-acetyltransferase 1,TRUE,,,,,,
SLC16A1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,solute carrier family 16 member 1,TRUE,,,,,,
OMP,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,olfactory marker protein,TRUE,,,,,,
LIN28B,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,lin-28 homolog B,TRUE,,,,,,
CYP11B1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,cytochrome P450 family 11 subfamily B member 1,TRUE,,,,,,
NES,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,nestin,TRUE,,,,,,
CCDC88A,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,coiled-coil domain containing 88A,TRUE,,,,,,
UROD,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,uroporphyrinogen decarboxylase,TRUE,,,,,,
ASAP1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",TRUE,,,,,,
RBM38,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,RNA binding motif protein 38,TRUE,,,,,,
KCNC4,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,potassium voltage-gated channel subfamily C member 4,TRUE,,,,,,
TMPRSS11D,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,transmembrane serine protease 11D,TRUE,,,,,,
SMAD4,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,SMAD family member 4,TRUE,,,,,,
PPP2R1A,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,protein phosphatase 2 scaffold subunit Aalpha,TRUE,,,,,,
TAS2R14,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,taste 2 receptor member 14,TRUE,,,,,,
ST8SIA4,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",TRUE,,,,,,
MID1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,midline 1,TRUE,,,,,,
LUZP2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,leucine zipper protein 2,TRUE,,,,,,
MFGE8,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,milk fat globule EGF and factor V/VIII domain containing,TRUE,,,,,,
ATG5,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,autophagy related 5,TRUE,,,,,,
SERPINF1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,serpin family F member 1,TRUE,,,,,,
CCL17,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,C-C motif chemokine ligand 17,TRUE,,,,,,
FLT4,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,fms related receptor tyrosine kinase 4,TRUE,,,,,,
AIRN,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,antisense of IGF2R non-protein coding RNA,TRUE,,,,,,
DOK7,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,docking protein 7,TRUE,,,,,,
AQP4,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,aquaporin 4,TRUE,,,,,,
TDH,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,L-threonine dehydrogenase (pseudogene),TRUE,,,,,,
PAPOLA,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,poly(A) polymerase alpha,TRUE,,,,,,
MTPAP,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,mitochondrial poly(A) polymerase,TRUE,,,,,,
SNU13,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,small nuclear ribonucleoprotein 13,TRUE,,,,,,
MLC1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,modulator of VRAC current 1,TRUE,,,,,,
RAB3B,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"RAB3B, member RAS oncogene family",TRUE,,,,,,
CNTF,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,ciliary neurotrophic factor,TRUE,,,,,,
ABCB7,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,ATP binding cassette subfamily B member 7,TRUE,,,,,,
STIM1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,stromal interaction molecule 1,TRUE,,,,,,
BHLHE22,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,basic helix-loop-helix family member e22,TRUE,,,,,,
EED,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,embryonic ectoderm development,TRUE,,,,,,
CDC42,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,cell division cycle 42,TRUE,,,,,,
PGRMC1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,progesterone receptor membrane component 1,TRUE,,,,,,
TAS2R7,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,taste 2 receptor member 7,TRUE,,,,,,
SCYL1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,SCY1 like pseudokinase 1,TRUE,,,,,,
MCAT,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,malonyl-CoA-acyl carrier protein transacylase,TRUE,,,,,,
CCL11,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,C-C motif chemokine ligand 11,TRUE,,,,,,
ANXA2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,annexin A2,TRUE,,,,,,
DEFB4B,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,defensin beta 4B,TRUE,,,,,,
TPPP,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,tubulin polymerization promoting protein,TRUE,,,,,,
GALE,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,UDP-galactose-4-epimerase,TRUE,,,,,,
LUM,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,lumican,TRUE,,,,,,
REG3A,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,regenerating family member 3 alpha,TRUE,,,,,,
PPA1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,inorganic pyrophosphatase 1,TRUE,,,,,,
FZD6,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,frizzled class receptor 6,TRUE,,,,,,
PTPRN,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,protein tyrosine phosphatase receptor type N,TRUE,,,,,,
DEFB4A,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,defensin beta 4A,TRUE,,,,,,
TMED2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,transmembrane p24 trafficking protein 2,TRUE,,,,,,
POGZ,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,pogo transposable element derived with ZNF domain,TRUE,,,,,,
DDIT3,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,DNA damage inducible transcript 3,TRUE,,,,,,
S100A1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,S100 calcium binding protein A1,TRUE,,,,,,
SPIN1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,spindlin 1,TRUE,,,,,,
HSD11B2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,hydroxysteroid 11-beta dehydrogenase 2,TRUE,,,,,,
AFF2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,AF4/FMR2 family member 2,TRUE,,,,,,
VTCN1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,V-set domain containing T cell activation inhibitor 1,TRUE,,,,,,
ROPN1L,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,rhophilin associated tail protein 1 like,TRUE,,,,,,
TRRAP,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,transformation/transcription domain associated protein,TRUE,,,,,,
TRIB1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,tribbles pseudokinase 1,TRUE,,,,,,
ASPA,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,aspartoacylase,TRUE,,,,,,
PADI2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,peptidyl arginine deiminase 2,TRUE,,,,,,
CAPRIN1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,cell cycle associated protein 1,TRUE,,,,,,
ASAP2,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",TRUE,,,,,,
COL6A1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,collagen type VI alpha 1 chain,TRUE,,,,,,
ACTA1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"actin alpha 1, skeletal muscle",TRUE,,,,,,
SLC8B1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,solute carrier family 8 member B1,TRUE,,,,,,
TNFRSF10B,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,TNF receptor superfamily member 10b,TRUE,,,,,,
CNKSR1,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,connector enhancer of kinase suppressor of Ras 1,TRUE,,,,,,
