,gene symbol,ensembl ID,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:Low,Proteomics-DB:Low,HPA-Ab:,Mouse Infertility,Druggable,CITDBase
3707,RENBP,ENSG00000102032,0.0029361066233284,No data,No data,No data,No data,0.01468053311664232,No data,No data,renin binding protein,True,,,,,,
3708,ZFX,ENSG00000005889,0.0028437116596572,No data,No data,No data,No data,0.014218558298286443,No data,No data,zinc finger protein X-linked,True,,,,,,
3709,NDP,ENSG00000124479,0.0027718489101352,No data,No data,No data,No data,0.013859244550676317,No data,No data,norrin cystine knot growth factor NDP,True,F,F,—,,Y,True
3710,POLR1D,ENSG00000186184,0.0027718489101352,No data,No data,No data,No data,0.013859244550676317,No data,No data,RNA polymerase I and III subunit D,True,,,,,,
3711,RBM45,ENSG00000155636,0.0027718489101352,No data,No data,No data,No data,0.013859244550676317,No data,No data,RNA binding motif protein 45,True,,,,,,
3712,KDR,ENSG00000128052,0.0027718489101352,No data,No data,No data,No data,0.013859244550676317,No data,No data,kinase insert domain receptor,True,,,,,,
3713,MC5R,ENSG00000176136,0.0027718489101352,No data,No data,No data,No data,0.013859244550676317,No data,No data,melanocortin 5 receptor,True,,,,,,
3714,S100A6,ENSG00000197956,0.0027513166959861,No data,No data,No data,No data,0.013756583479930565,No data,No data,S100 calcium binding protein A6,True,,,,,,
3715,CHL1,ENSG00000134121,0.0027513166959861,No data,No data,No data,No data,0.013756583479930565,No data,No data,cell adhesion molecule L1 like,True,,,,,,
3716,BMP6,ENSG00000153162,0.0027513166959861,No data,No data,No data,No data,0.013756583479930565,No data,No data,bone morphogenetic protein 6,True,,,,,,
3717,RHD,ENSG00000187010,0.0027513166959861,No data,No data,No data,No data,0.013756583479930565,No data,No data,Rh blood group D antigen,True,,,,,,
3718,OFD1,ENSG00000046651,0.0027513166959861,No data,No data,No data,No data,0.013756583479930565,No data,No data,OFD1 centriole and centriolar satellite protein,True,—,F,—,,Y,True
3719,SERPIND1,ENSG00000099937,0.0027513166959861,No data,No data,No data,No data,0.013756583479930565,No data,No data,serpin family D member 1,True,,,,,,
3720,CBLIF,ENSG00000134812,0.0027513166959861,No data,No data,No data,No data,0.013756583479930565,No data,No data,cobalamin binding intrinsic factor,True,,,,,,
3721,F11,ENSG00000170949,0.0027513166959861,No data,No data,No data,No data,0.013756583479930565,No data,No data,coagulation factor XI,True,,,,,,
3722,NFIC,ENSG00000141905,0.0027513166959861,No data,No data,No data,No data,0.013756583479930565,No data,No data,nuclear factor I C,True,,,,,,
3723,CEBPZ,ENSG00000115816,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,CCAAT enhancer binding protein zeta,True,,,,,,
3724,PWAR5,ENSG00000279192,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,Prader Willi/Angelman region RNA 5,True,,,,,,
3725,PAM,ENSG00000145730,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,peptidylglycine alpha-amidating monooxygenase,True,,,,,,
3726,APP,ENSG00000142192,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,amyloid beta precursor protein,True,,,,,,
3727,SDHB,ENSG00000117118,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,succinate dehydrogenase complex iron sulfur subunit B,True,,,,,,
3728,TIMP2,ENSG00000035862,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,TIMP metallopeptidase inhibitor 2,True,,,,,,
3729,CDK1,ENSG00000170312,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,cyclin dependent kinase 1,True,,,,,,
3730,NTRK1,ENSG00000198400,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,neurotrophic receptor tyrosine kinase 1,True,,,,,,
3731,GALNT13,ENSG00000144278,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,polypeptide N-acetylgalactosaminyltransferase 13,True,,,,,,
3732,ANKRD23,ENSG00000163126,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,ankyrin repeat domain 23,True,,,,,,
3733,TAS2R38,ENSG00000257138,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,taste 2 receptor member 38,True,,,,,,
3734,F9,ENSG00000101981,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,coagulation factor IX,True,,,,,,
3735,LRP1,ENSG00000197223,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,LDL receptor related protein 1,True,,,,,,
3736,PCLAF,ENSG00000166803,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,PCNA clamp associated factor,True,,,,,,
3737,CD5,ENSG00000110448,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,CD5 molecule,True,,,,,,
3738,MSH2,ENSG00000095002,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,mutS homolog 2,True,,,,,,
3739,RBP4,ENSG00000138207,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,retinol binding protein 4,True,,,,,,
3740,SLAMF6,ENSG00000162739,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,SLAM family member 6,True,,,,,,
3741,FPR2,ENSG00000171049,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,formyl peptide receptor 2,True,,,,,,
3742,CSF2RA,ENSG00000198223,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,colony stimulating factor 2 receptor subunit alpha,True,,,,,,
3743,PRKG1,ENSG00000185532,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,protein kinase cGMP-dependent 1,True,,,,,,
3744,ANOS2P,ENSG00000241859,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,"anosmin 2, pseudogene",True,,,,,,
3745,NFASC,ENSG00000163531,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,neurofascin,True,,,,,,
3746,CD68,ENSG00000129226,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,CD68 molecule,True,,,,,,
3747,CASZ1,ENSG00000130940,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,castor zinc finger 1,True,,,,,,
3748,IL23A,ENSG00000110944,0.0025870589827929,No data,No data,No data,No data,0.01293529491396456,No data,No data,interleukin 23 subunit alpha,True,,,,,,
3749,AHI1,ENSG00000135541,0.0022569314473485,0.00015780927696148,No data,No data,No data,0.011087395640541052,No data,No data,Abelson helper integration site 1,True,,,,,,
3750,CASP3,ENSG00000164305,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,caspase 3,True,,,,,,
3751,ACP5,ENSG00000102575,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,"acid phosphatase 5, tartrate resistant",True,,,,,,
3752,SCGB1A1,ENSG00000149021,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,secretoglobin family 1A member 1,True,,,,,,
3753,EEF1B2P2,ENSG00000213864,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,eukaryotic translation elongation factor 1 beta 2 pseudogene 2,True,,,,,,
3754,HNF4A,ENSG00000101076,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,hepatocyte nuclear factor 4 alpha,True,,,,,,
3755,HHAT,ENSG00000054392,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,hedgehog acyltransferase,True,,,,,,
3756,IGDCC3,ENSG00000174498,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,immunoglobulin superfamily DCC subclass member 3,True,,,,,,
3757,CTH,ENSG00000116761,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,cystathionine gamma-lyase,True,,,,,,
3758,NRSN1,ENSG00000152954,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,neurensin 1,True,,,,,,
3759,PAQR8,ENSG00000170915,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,progestin and adipoQ receptor family member 8,True,,,,,,
3760,CYTIP,ENSG00000115165,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,cytohesin 1 interacting protein,True,,,,,,
3761,IKZF2,ENSG00000030419,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,IKAROS family zinc finger 2,True,,,,,,
3762,IDH2,ENSG00000182054,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,isocitrate dehydrogenase (NADP(+)) 2,True,,,,,,
3763,CETP,ENSG00000087237,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,cholesteryl ester transfer protein,True,,,,,,
3764,DSP,ENSG00000096696,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,desmoplakin,True,,,,,,
3765,PML,ENSG00000140464,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,PML nuclear body scaffold,True,,,,,,
3766,DNTT,ENSG00000107447,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,DNA nucleotidylexotransferase,True,,,,,,
3767,GIMAP5,ENSG00000196329,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,"GTPase, IMAP family member 5",True,,,,,,
3768,GTF2IRD1,ENSG00000006704,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,GTF2I repeat domain containing 1,True,,,,,,
3769,SPHK2,ENSG00000063176,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,sphingosine kinase 2,True,,,,,,
3770,MED12,ENSG00000184634,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,mediator complex subunit 12,True,,,,,,
3771,TIMM8A,ENSG00000126953,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,translocase of inner mitochondrial membrane 8A,True,,,,,,
3772,ITGAV,ENSG00000138448,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,integrin subunit alpha V,True,,,,,,
3773,CTSG,ENSG00000100448,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,cathepsin G,True,,,,,,
3774,MANBA,ENSG00000109323,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,mannosidase beta,True,,,,,,
3775,HIF1A,ENSG00000100644,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,hypoxia inducible factor 1 subunit alpha,True,,,,,,
3776,FH,ENSG00000091483,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,fumarate hydratase,True,,,,,,
3777,PGM1,ENSG00000079739,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,phosphoglucomutase 1,True,,,,,,
3778,TNFRSF10A,ENSG00000104689,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,TNF receptor superfamily member 10a,True,,,,,,
3779,HLA-DPB1,ENSG00000223865,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,"major histocompatibility complex, class II, DP beta 1",True,,,,,,
3780,TUSC2,ENSG00000114383,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,"tumor suppressor 2, mitochondrial calcium regulator",True,,,,,,
3781,LEFTY2,ENSG00000143768,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,left-right determination factor 2,True,F,—,—,,Y,True
3782,ETDC,ENSG00000283644,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,embryonic testis differentiation homolog C,True,,,,,,
3783,PGPEP1,ENSG00000130517,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,pyroglutamyl-peptidase I,True,,,,,,
3784,CD1A,ENSG00000158477,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,CD1a molecule,True,,,,,,
3785,IDH1,ENSG00000138413,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,isocitrate dehydrogenase (NADP(+)) 1,True,,,,,,
3786,PTCRA,ENSG00000171611,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,pre T cell antigen receptor alpha,True,,,,,,
3787,ALLC,ENSG00000151360,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,allantoicase,True,,,,,,
3788,GFRA1,ENSG00000151892,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,GDNF family receptor alpha 1,True,,,,,,
3789,LOX,ENSG00000113083,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,lysyl oxidase,True,,,,,,
3790,KCNQ2,ENSG00000075043,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,potassium voltage-gated channel subfamily Q member 2,True,,,,,,
3791,ERBB3,ENSG00000065361,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,erb-b2 receptor tyrosine kinase 3,True,,,,,,
3792,WASHC5,ENSG00000164961,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,WASH complex subunit 5,True,,,,,,
3793,GDA,ENSG00000119125,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,guanine deaminase,True,,,,,,
3794,ITCH,ENSG00000078747,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,itchy E3 ubiquitin protein ligase,True,,,,,,
3795,VEGFC,ENSG00000150630,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,vascular endothelial growth factor C,True,,,,,,
3796,LUC7L3,ENSG00000108848,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,LUC7 like 3 pre-mRNA splicing factor,True,,,,,,
3797,RBMS3,ENSG00000144642,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,RNA binding motif single stranded interacting protein 3,True,,,,,,
3798,MRPS30,ENSG00000112996,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,mitochondrial ribosomal protein S30,True,,,,,,
3799,RAPGEF5,ENSG00000136237,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,Rap guanine nucleotide exchange factor 5,True,,,,,,
3800,PCYT1A,ENSG00000161217,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,"phosphate cytidylyltransferase 1A, choline",True,,,,,,
3801,ALDH7A1,ENSG00000164904,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,aldehyde dehydrogenase 7 family member A1,True,,,,,,
3802,HOXD10,ENSG00000128710,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,homeobox D10,True,,,,,,
3803,UNK,ENSG00000132478,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,unk zinc finger,True,,,,,,
3804,PPP1R12C,ENSG00000125503,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,protein phosphatase 1 regulatory subunit 12C,True,,,,,,
3805,MTMR11,ENSG00000014914,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,myotubularin related protein 11,True,,,,,,
3806,PMAIP1,ENSG00000141682,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,phorbol-12-myristate-13-acetate-induced protein 1,True,,,,,,
3807,APCS,ENSG00000132703,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,"amyloid P component, serum",True,,,,,,
3808,NHLH1,ENSG00000171786,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,nescient helix-loop-helix 1,True,,,,,,
3809,CRX,ENSG00000105392,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,cone-rod homeobox,True,,,,,,
3810,PRCP,ENSG00000137509,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,prolylcarboxypeptidase,True,,,,,,
3811,HADH,ENSG00000138796,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,hydroxyacyl-CoA dehydrogenase,True,,,,,,
3812,PGD,ENSG00000142657,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,phosphogluconate dehydrogenase,True,,,,,,
3813,ASPM,ENSG00000066279,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,assembly factor for spindle microtubules,True,,,,,,
3814,GP1BB,ENSG00000203618,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,glycoprotein Ib platelet subunit beta,True,,,,,,
3815,PNO1,ENSG00000115946,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,partner of NOB1 homolog,True,,,,,,
3816,DR1,ENSG00000117505,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,down-regulator of transcription 1,True,,,,,,
3817,PDAP1,ENSG00000106244,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,PDGFA associated protein 1,True,,,,,,
3818,USP8,ENSG00000138592,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,ubiquitin specific peptidase 8,True,,,,,,
3819,A1CF,ENSG00000148584,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,APOBEC1 complementation factor,True,,,,,,
3820,IL17RB,ENSG00000056736,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,interleukin 17 receptor B,True,,,,,,
3821,H3P19,ENSG00000271296,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,H3 histone pseudogene 19,True,,,,,,
3822,GNPNAT1,ENSG00000100522,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,glucosamine-phosphate N-acetyltransferase 1,True,,,,,,
3823,SLC16A1,ENSG00000155380,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,solute carrier family 16 member 1,True,,,,,,
3824,OMP,ENSG00000254550,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,olfactory marker protein,True,,,,,,
3825,LIN28B,ENSG00000187772,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,lin-28 homolog B,True,,,,,,
3826,CYP11B1,ENSG00000160882,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,cytochrome P450 family 11 subfamily B member 1,True,,,,,,
3827,NES,ENSG00000132688,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,nestin,True,,,,,,
3828,CCDC88A,ENSG00000115355,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,coiled-coil domain containing 88A,True,,,,,,
3829,UROD,ENSG00000126088,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,uroporphyrinogen decarboxylase,True,,,,,,
3830,ASAP1,ENSG00000153317,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",True,,,,,,
3831,RBM38,ENSG00000132819,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,RNA binding motif protein 38,True,,,,,,
3832,KCNC4,ENSG00000116396,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,potassium voltage-gated channel subfamily C member 4,True,,,,,,
3833,TMPRSS11D,ENSG00000153802,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,transmembrane serine protease 11D,True,,,,,,
3834,SMAD4,ENSG00000141646,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,SMAD family member 4,True,,,,,,
3835,PPP2R1A,ENSG00000105568,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,protein phosphatase 2 scaffold subunit Aalpha,True,,,,,,
3836,TAS2R14,ENSG00000212127,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,taste 2 receptor member 14,True,,,,,,
3837,ST8SIA4,ENSG00000113532,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",True,,,,,,
3838,MID1,ENSG00000101871,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,midline 1,True,,,,,,
3839,LUZP2,ENSG00000187398,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,leucine zipper protein 2,True,,,,,,
3840,MFGE8,ENSG00000140545,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,milk fat globule EGF and factor V/VIII domain containing,True,,,,,,
3841,ATG5,ENSG00000057663,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,autophagy related 5,True,,,,,,
3842,SERPINF1,ENSG00000132386,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,serpin family F member 1,True,,,,,,
3843,CCL17,ENSG00000102970,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,C-C motif chemokine ligand 17,True,,,,,,
3844,FLT4,ENSG00000037280,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,fms related receptor tyrosine kinase 4,True,,,,,,
3845,AIRN,ENSG00000268257,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,antisense of IGF2R non-protein coding RNA,True,,,,,,
3846,DOK7,ENSG00000175920,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,docking protein 7,True,,,,,,
3847,AQP4,ENSG00000171885,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,aquaporin 4,True,,,,,,
3848,TDH,ENSG00000154316,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,L-threonine dehydrogenase (pseudogene),True,,,,,,
3849,PAPOLA,ENSG00000090060,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,poly(A) polymerase alpha,True,,,,,,
3850,MTPAP,ENSG00000107951,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,mitochondrial poly(A) polymerase,True,,,,,,
3851,SNU13,ENSG00000100138,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,small nuclear ribonucleoprotein 13,True,,,,,,
3852,MLC1,ENSG00000100427,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,modulator of VRAC current 1,True,,,,,,
3853,RAB3B,ENSG00000169213,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,"RAB3B, member RAS oncogene family",True,,,,,,
3854,CNTF,ENSG00000242689,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,ciliary neurotrophic factor,True,,,,,,
3855,ABCB7,ENSG00000131269,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,ATP binding cassette subfamily B member 7,True,,,,,,
3856,STIM1,ENSG00000167323,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,stromal interaction molecule 1,True,,,,,,
3857,BHLHE22,ENSG00000180828,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,basic helix-loop-helix family member e22,True,,,,,,
3858,EED,ENSG00000074266,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,embryonic ectoderm development,True,,,,,,
3859,CDC42,ENSG00000070831,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,cell division cycle 42,True,,,,,,
3860,PGRMC1,ENSG00000101856,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,progesterone receptor membrane component 1,True,,,,,,
3861,TAS2R7,ENSG00000121377,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,taste 2 receptor member 7,True,,,,,,
3862,SCYL1,ENSG00000142186,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,SCY1 like pseudokinase 1,True,,,,,,
3863,MCAT,ENSG00000100294,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,malonyl-CoA-acyl carrier protein transacylase,True,,,,,,
3864,CCL11,ENSG00000172156,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,C-C motif chemokine ligand 11,True,,,,,,
3865,ANXA2,ENSG00000182718,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,annexin A2,True,,,,,,
3866,DEFB4B,ENSG00000177257,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,defensin beta 4B,True,,,,,,
3867,TPPP,ENSG00000171368,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,tubulin polymerization promoting protein,True,,,,,,
3868,GALE,ENSG00000117308,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,UDP-galactose-4-epimerase,True,,,,,,
3869,LUM,ENSG00000139329,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,lumican,True,,,,,,
3870,REG3A,ENSG00000172016,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,regenerating family member 3 alpha,True,,,,,,
3871,PPA1,ENSG00000180817,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,inorganic pyrophosphatase 1,True,,,,,,
3872,FZD6,ENSG00000164930,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,frizzled class receptor 6,True,,,,,,
3873,PTPRN,ENSG00000054356,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,protein tyrosine phosphatase receptor type N,True,,,,,,
3874,DEFB4A,ENSG00000177257,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,defensin beta 4A,True,,,,,,
3875,TMED2,ENSG00000086598,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,transmembrane p24 trafficking protein 2,True,,,,,,
3876,POGZ,ENSG00000143442,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,pogo transposable element derived with ZNF domain,True,,,,,,
3877,DDIT3,ENSG00000285133,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,DNA damage inducible transcript 3,True,,,,,,
3878,S100A1,ENSG00000160678,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,S100 calcium binding protein A1,True,,,,,,
3879,SPIN1,ENSG00000106723,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,spindlin 1,True,,,,,,
3880,HSD11B2,ENSG00000176387,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,hydroxysteroid 11-beta dehydrogenase 2,True,,,,,,
3881,AFF2,ENSG00000155966,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,AF4/FMR2 family member 2,True,,,,,,
3882,VTCN1,ENSG00000134258,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,V-set domain containing T cell activation inhibitor 1,True,,,,,,
3883,ROPN1L,ENSG00000145491,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,rhophilin associated tail protein 1 like,True,—,CTB,—,,—,True
3884,TRRAP,ENSG00000196367,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,transformation/transcription domain associated protein,True,,,,,,
3885,TRIB1,ENSG00000173334,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,tribbles pseudokinase 1,True,,,,,,
3886,ASPA,ENSG00000108381,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,aspartoacylase,True,,,,,,
3887,PADI2,ENSG00000117115,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,peptidyl arginine deiminase 2,True,,,,,,
3888,CAPRIN1,ENSG00000135387,0.0022174791281082,No data,No data,No data,No data,0.011087395640541052,No data,No data,cell cycle associated protein 1,True,,,,,,
