target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
FGF2,ENSG00000138685,0.05151139781210453,0.0,0.0,0.0,0.0,0.0,0.05151139781210453,0.0,fibroblast growth factor 2
ACVR1C,ENSG00000123612,0.0512,0.0,0.0,0.0,0.0,0.0,0.0512,0.0,activin A receptor type 1C
IGFBP2,ENSG00000115457,0.04970508100277149,0.0,0.0,0.0,0.0,0.0,0.04970508100277149,0.0,insulin like growth factor binding protein 2
ACSM3,ENSG00000005187,0.04967777777777778,0.0,0.0,0.0,0.0,0.0,0.04967777777777778,0.0,acyl-CoA synthetase medium chain family member 3
NR2C2,ENSG00000177463,0.049591,0.0,0.0,0.0,0.0,0.0,0.049591,0.0,nuclear receptor subfamily 2 group C member 2
PPARG,ENSG00000132170,0.04765612698412698,0.0,0.0,0.0,0.0,0.0,0.04765612698412698,0.0,peroxisome proliferator activated receptor gamma
NPAP1,ENSG00000185823,0.046880555555555564,0.0,0.0,0.0,0.0,0.0,0.046880555555555564,0.0,nuclear pore associated protein 1
FOXO1,ENSG00000150907,0.04664444444444444,0.0,0.0,0.0,0.0,0.0,0.04664444444444444,0.0,forkhead box O1
F3,ENSG00000117525,0.0459602059030293,0.0,0.0,0.0,0.0,0.0,0.0459602059030293,0.0,"coagulation factor III, tissue factor"
GSTM1,ENSG00000134184,0.04562922222222223,0.0,0.0,0.0,0.0,0.0,0.04562922222222223,0.0,glutathione S-transferase mu 1
PRDM2,ENSG00000116731,0.0448,0.0,0.0,0.0,0.0,0.0,0.0448,0.0,PR/SET domain 2
RHD,ENSG00000187010,0.04436764342403628,0.0,0.0,0.0,0.0,0.0,0.04436764342403628,0.0,Rh blood group D antigen
TPT1,ENSG00000133112,0.04354444444444444,0.0,0.0,0.0,0.0,0.0,0.04354444444444444,0.0,"tumor protein, translationally-controlled 1"
VCAM1,ENSG00000162692,0.0426041263542454,0.0,0.0,0.0,0.0,0.0,0.0426041263542454,0.0,vascular cell adhesion molecule 1
IGF1R,ENSG00000140443,0.04259418820861678,0.0,0.0,0.0,0.0,0.0,0.04259418820861678,0.0,insulin like growth factor 1 receptor
DHRS2,ENSG00000100867,0.04071111111111111,0.0,0.0,0.0,0.0,0.0,0.04071111111111111,0.0,dehydrogenase/reductase 2
CEBPD,ENSG00000221869,0.03995766666666667,0.0,0.0,0.0,0.0,0.0,0.03995766666666667,0.0,CCAAT enhancer binding protein delta
LSS,ENSG00000160285,0.0399,0.0,0.0,0.0,0.0,0.0,0.0399,0.0,lanosterol synthase
GREB1L,ENSG00000141449,0.039844444444444446,0.0,0.0,0.0,0.0,0.0,0.039844444444444446,0.0,GREB1 like retinoic acid receptor coactivator
ABO,ENSG00000175164,0.03925666666666666,0.0,0.0,0.0,0.0,0.0,0.03925666666666666,0.0,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase"
ADAMTS13,ENSG00000160323,0.039033333333333343,0.0,0.0,0.0,0.0,0.0,0.039033333333333343,0.0,ADAM metallopeptidase with thrombospondin type 1 motif 13
SYVN1,ENSG00000162298,0.03540000000000001,0.0,0.0,0.0,0.0,0.0,0.03540000000000001,0.0,synoviolin 1
KDM1A,ENSG00000004487,0.034910111111111114,0.0,0.0,0.0,0.0,0.0,0.034910111111111114,0.0,lysine demethylase 1A
NCAM1,ENSG00000149294,0.03438888888888889,0.0,0.0,0.0,0.0,0.0,0.03438888888888889,0.0,neural cell adhesion molecule 1
CASP9,ENSG00000132906,0.03345555555555556,0.0,0.0,0.0,0.0,0.0,0.03345555555555556,0.0,caspase 9
RPS4X,ENSG00000198034,0.03200000000000001,0.0,0.0,0.0,0.0,0.0,0.03200000000000001,0.0,ribosomal protein S4 X-linked
EFS,ENSG00000100842,0.031822222222222224,0.0,0.0,0.0,0.0,0.0,0.031822222222222224,0.0,embryonal Fyn-associated substrate
ANG,ENSG00000214274,0.031400000000000004,0.0,0.0,0.0,0.0,0.0,0.031400000000000004,0.0,angiogenin
DIRAS3,ENSG00000162595,0.0308,0.0,0.0,0.0,0.0,0.0,0.0308,0.0,DIRAS family GTPase 3
PEX6,ENSG00000124587,0.0308,0.0,0.0,0.0,0.0,0.0,0.0308,0.0,peroxisomal biogenesis factor 6
OGG1,ENSG00000114026,0.0308,0.0,0.0,0.0,0.0,0.0,0.0308,0.0,8-oxoguanine DNA glycosylase
ADCY9,ENSG00000162104,0.028900000000000002,0.0,0.0,0.0,0.0,0.0,0.028900000000000002,0.0,adenylate cyclase 9
SMAD4,ENSG00000141646,0.028800000000000003,0.0,0.0,0.0,0.0,0.0,0.028800000000000003,0.0,SMAD family member 4
AXL,ENSG00000167601,0.027500000000000004,0.0,0.0,0.0,0.0,0.0,0.027500000000000004,0.0,AXL receptor tyrosine kinase
IGFBP5,ENSG00000115461,0.027400000000000004,0.0,0.0,0.0,0.0,0.0,0.027400000000000004,0.0,insulin like growth factor binding protein 5
NPC2,ENSG00000119655,0.027200000000000002,0.0,0.0,0.0,0.0,0.0,0.027200000000000002,0.0,NPC intracellular cholesterol transporter 2
PREB,ENSG00000138073,0.026800000000000004,0.0,0.0,0.0,0.0,0.0,0.026800000000000004,0.0,prolactin regulatory element binding
SIRT3,ENSG00000142082,0.026088888888888894,0.0,0.0,0.0,0.0,0.0,0.026088888888888894,0.0,sirtuin 3
TAX1BP3,ENSG00000213977,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,Tax1 binding protein 3
SETDB1,ENSG00000143379,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,SET domain bifurcated histone lysine methyltransferase 1
KAT5,ENSG00000172977,0.0256,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,lysine acetyltransferase 5
LGALS1,ENSG00000100097,0.025379315570672717,0.0,0.0,0.0,0.0,0.0,0.025379315570672717,0.0,galectin 1
DIO3,ENSG00000197406,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,iodothyronine deiodinase 3
POM121,ENSG00000196313,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,POM121 transmembrane nucleoporin
DLK1,ENSG00000185559,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,delta like non-canonical Notch ligand 1
ZNF274,ENSG00000171606,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,zinc finger protein 274
TFPI2,ENSG00000105825,0.0252,0.0,0.0,0.0,0.0,0.0,0.0252,0.0,tissue factor pathway inhibitor 2
TRIM28,ENSG00000130726,0.025,0.0,0.0,0.0,0.0,0.0,0.025,0.0,tripartite motif containing 28
MAMLD1,ENSG00000013619,0.024968408163265305,0.0,0.0,0.0,0.0,0.0,0.024968408163265305,0.0,mastermind like domain containing 1
ALDH1A1,ENSG00000165092,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,aldehyde dehydrogenase 1 family member A1
DONSON,ENSG00000159147,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,DNA replication fork stabilization factor DONSON
KLF2,ENSG00000127528,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,Kruppel like factor 2
TGFBR3,ENSG00000069702,0.024800000000000003,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.0,transforming growth factor beta receptor 3
ZNF358,ENSG00000198816,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,zinc finger protein 358
ADCY6,ENSG00000174233,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,adenylate cyclase 6
ZNF385B,ENSG00000144331,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,zinc finger protein 385B
ANKK1,ENSG00000170209,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,ankyrin repeat and kinase domain containing 1
IVD,ENSG00000128928,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,isovaleryl-CoA dehydrogenase
ADAM12,ENSG00000148848,0.0221,0.0,0.0,0.0,0.0,0.0,0.0221,0.0,ADAM metallopeptidase domain 12
TBX3,ENSG00000135111,0.021800000000000003,0.0,0.0,0.0,0.0,0.0,0.021800000000000003,0.0,T-box transcription factor 3
CD81,ENSG00000110651,0.021600000000000005,0.0,0.0,0.0,0.0,0.0,0.021600000000000005,0.0,CD81 molecule
MAOB,ENSG00000069535,0.021400000000000002,0.0,0.0,0.0,0.0,0.0,0.021400000000000002,0.0,monoamine oxidase B
MARCHF5,ENSG00000198060,0.0212,0.0,0.0,0.0,0.0,0.0,0.0212,0.0,membrane associated ring-CH-type finger 5
CEP164,ENSG00000110274,0.020955555555555557,0.0,0.0,0.0,0.0,0.0,0.020955555555555557,0.0,centrosomal protein 164
MBTPS1,ENSG00000140943,0.02092487601820178,0.0,0.0,0.0,0.0,0.0,0.02092487601820178,0.0,"membrane bound transcription factor peptidase, site 1"
TNXB,ENSG00000168477,0.0206,0.0,0.0,0.0,0.0,0.0,0.0206,0.0,tenascin XB
SERPINA5,ENSG00000188488,0.0204,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,serpin family A member 5
ST3GAL4,ENSG00000110080,0.0203490045351474,0.0,0.0,0.0,0.0,0.0,0.0203490045351474,0.0,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
PLXNA1,ENSG00000114554,0.020200000000000003,0.0,0.0,0.0,0.0,0.0,0.020200000000000003,0.0,plexin A1
RBFOX2,ENSG00000100320,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,0.020000000000000004,0.0,RNA binding fox-1 homolog 2
PHEX,ENSG00000102174,0.019600000000000003,0.0,0.0,0.0,0.0,0.0,0.019600000000000003,0.0,phosphate regulating endopeptidase homolog X-linked
ANKRD23,ENSG00000163126,0.019500000000000003,0.0,0.0,0.0,0.0,0.0,0.019500000000000003,0.0,ankyrin repeat domain 23
NPHP4,ENSG00000131697,0.019400000000000004,0.0,0.0,0.0,0.0,0.0,0.019400000000000004,0.0,nephrocystin 4
OFD1,ENSG00000046651,0.01878866666666667,0.0,0.0,0.0,0.0,0.0,0.01878866666666667,0.0,OFD1 centriole and centriolar satellite protein
NDRG2,ENSG00000165795,0.018500000000000003,0.0,0.0,0.0,0.0,0.0,0.018500000000000003,0.0,NDRG family member 2
GPR143,ENSG00000101850,0.018283333333333335,0.0,0.0,0.0,0.0,0.0,0.018283333333333335,0.0,G protein-coupled receptor 143
MYC,ENSG00000136997,0.01824555555555556,0.0,0.0,0.0,0.0,0.0,0.01824555555555556,0.0,"MYC proto-oncogene, bHLH transcription factor"
MAT2A,ENSG00000168906,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,methionine adenosyltransferase 2A
MAT1A,ENSG00000151224,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,methionine adenosyltransferase 1A
KMT2A,ENSG00000118058,0.017844444444444447,0.0,0.0,0.0,0.0,0.0,0.017844444444444447,0.0,lysine methyltransferase 2A
TNXA,ENSG00000248290,0.0176,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,tenascin XA (pseudogene)
VASH1,ENSG00000071246,0.0176,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,vasohibin 1
VIM,ENSG00000026025,0.017455555555555557,0.0,0.0,0.0,0.0,0.0,0.017455555555555557,0.0,vimentin
GOPC,ENSG00000047932,0.0174,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,golgi associated PDZ and coiled-coil motif containing
NRF1,ENSG00000106459,0.017355555555555558,0.0,0.0,0.0,0.0,0.0,0.017355555555555558,0.0,nuclear respiratory factor 1
SERPIND1,ENSG00000099937,0.017355555555555558,0.0,0.0,0.0,0.0,0.0,0.017355555555555558,0.0,serpin family D member 1
SLC12A4,ENSG00000124067,0.017244444444444444,0.0,0.0,0.0,0.0,0.0,0.017244444444444444,0.0,solute carrier family 12 member 4
AMT,ENSG00000145020,0.016800000000000002,0.0,0.0,0.0,0.0,0.0,0.016800000000000002,0.0,aminomethyltransferase
MAP2K5,ENSG00000137764,0.016800000000000002,0.0,0.0,0.0,0.0,0.0,0.016800000000000002,0.0,mitogen-activated protein kinase kinase 5
SERPINF1,ENSG00000132386,0.016800000000000002,0.0,0.0,0.0,0.0,0.0,0.016800000000000002,0.0,serpin family F member 1
TIMP2,ENSG00000035862,0.01643888888888889,0.0,0.0,0.0,0.0,0.0,0.01643888888888889,0.0,TIMP metallopeptidase inhibitor 2
IFT22,ENSG00000128581,0.016300000000000002,0.0,0.0,0.0,0.0,0.0,0.016300000000000002,0.0,intraflagellar transport 22
THPO,ENSG00000090534,0.015500000000000002,0.0,0.0,0.0,0.0,0.0,0.015500000000000002,0.0,thrombopoietin
RFX1,ENSG00000132005,0.015000000000000001,0.0,0.0,0.0,0.0,0.0,0.015000000000000001,0.0,regulatory factor X1
VIPR2,ENSG00000106018,0.015000000000000001,0.0,0.0,0.0,0.0,0.0,0.015000000000000001,0.0,vasoactive intestinal peptide receptor 2
CNTLN,ENSG00000044459,0.014961555555555556,0.0,0.0,0.0,0.0,0.0,0.014961555555555556,0.0,centlein
AAAS,ENSG00000094914,0.0146,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,aladin WD repeat nucleoporin
KDM5C,ENSG00000126012,0.014499999999999999,0.0,0.0,0.0,0.0,0.0,0.014499999999999999,0.0,lysine demethylase 5C
BMP6,ENSG00000153162,0.0144,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,bone morphogenetic protein 6
LRP1,ENSG00000123384,0.014400000000000003,0.0,0.0,0.0,0.0,0.0,0.014400000000000003,0.0,LDL receptor related protein 1
CPS1,ENSG00000021826,0.014400000000000003,0.0,0.0,0.0,0.0,0.0,0.014400000000000003,0.0,carbamoyl-phosphate synthase 1
MSH6,ENSG00000116062,0.0143,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,mutS homolog 6
PMEL,ENSG00000185664,0.014244444444444445,0.0,0.0,0.0,0.0,0.0,0.014244444444444445,0.0,premelanosome protein
FGFR4,ENSG00000160867,0.013600000000000001,0.0,0.0,0.0,0.0,0.0,0.013600000000000001,0.0,fibroblast growth factor receptor 4
DEPTOR,ENSG00000155792,0.013600000000000001,0.0,0.0,0.0,0.0,0.0,0.013600000000000001,0.0,DEP domain containing MTOR interacting protein
TXNRD2,ENSG00000184470,0.013500000000000003,0.0,0.0,0.0,0.0,0.0,0.013500000000000003,0.0,thioredoxin reductase 2
SCAF1,ENSG00000126461,0.013400000000000002,0.0,0.0,0.0,0.0,0.0,0.013400000000000002,0.0,SR-related CTD associated factor 1
ISLR,ENSG00000129009,0.013200000000000002,0.0,0.0,0.0,0.0,0.0,0.013200000000000002,0.0,immunoglobulin superfamily containing leucine rich repeat
PNPLA4,ENSG00000006757,0.013200000000000002,0.0,0.0,0.0,0.0,0.0,0.013200000000000002,0.0,patatin like phospholipase domain containing 4
PRX,ENSG00000105227,0.013016666666666668,0.0,0.0,0.0,0.0,0.0,0.013016666666666668,0.0,periaxin
JUN,ENSG00000177606,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,"Jun proto-oncogene, AP-1 transcription factor subunit"
NR4A2,ENSG00000153234,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,nuclear receptor subfamily 4 group A member 2
GLUL,ENSG00000135821,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,glutamate-ammonia ligase
FUS,ENSG00000089280,0.013000000000000003,0.0,0.0,0.0,0.0,0.0,0.013000000000000003,0.0,FUS RNA binding protein
DLG4,ENSG00000132535,0.0129,0.0,0.0,0.0,0.0,0.0,0.0129,0.0,discs large MAGUK scaffold protein 4
RTEL1,ENSG00000258366,0.012800000000000002,0.0,0.0,0.0,0.0,0.0,0.012800000000000002,0.0,regulator of telomere elongation helicase 1
MED12,ENSG00000184634,0.0128,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,mediator complex subunit 12
EEF2,ENSG00000167658,0.0128,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,eukaryotic translation elongation factor 2
FGD5,ENSG00000154783,0.0128,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,"FYVE, RhoGEF and PH domain containing 5"
PDGFRL,ENSG00000104213,0.0128,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,platelet derived growth factor receptor like
PRKD1,ENSG00000184304,0.012400000000000001,0.0,0.0,0.0,0.0,0.0,0.012400000000000001,0.0,protein kinase D1
PLTP,ENSG00000100979,0.012400000000000001,0.0,0.0,0.0,0.0,0.0,0.012400000000000001,0.0,phospholipid transfer protein
CSAD,ENSG00000139631,0.012244444444444447,0.0,0.0,0.0,0.0,0.0,0.012244444444444447,0.0,cysteine sulfinic acid decarboxylase
THBS2,ENSG00000186340,0.012100000000000001,0.0,0.0,0.0,0.0,0.0,0.012100000000000001,0.0,thrombospondin 2
RERG,ENSG00000134533,0.012,0.0,0.0,0.0,0.0,0.0,0.012,0.0,RAS like estrogen regulated growth inhibitor
MTR,ENSG00000116984,0.012,0.0,0.0,0.0,0.0,0.0,0.012,0.0,5-methyltetrahydrofolate-homocysteine methyltransferase
CCDC8,ENSG00000169515,0.0116,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,coiled-coil domain containing 8
DHX37,ENSG00000150990,0.0116,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,DEAH-box helicase 37
NR4A1,ENSG00000123358,0.0116,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,nuclear receptor subfamily 4 group A member 1
RARRES2,ENSG00000106538,0.0116,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,retinoic acid receptor responder 2
NEFH,ENSG00000100285,0.0116,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,neurofilament heavy
HSP90AB1,ENSG00000096384,0.0116,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,heat shock protein 90 alpha family class B member 1
KLF4,ENSG00000136826,0.0112,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,Kruppel like factor 4
SLC8B1,ENSG00000089060,0.0112,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,solute carrier family 8 member B1
DCN,ENSG00000011465,0.0112,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,decorin
NR2F1,ENSG00000175745,0.010800000000000002,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.0,nuclear receptor subfamily 2 group F member 1
MATN1,ENSG00000162510,0.010800000000000002,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.0,matrilin 1
AOPEP,ENSG00000148120,0.010800000000000002,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.0,aminopeptidase O (putative)
NLGN4X,ENSG00000146938,0.010800000000000002,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.0,neuroligin 4 X-linked
IGFBP4,ENSG00000141753,0.010800000000000002,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.0,insulin like growth factor binding protein 4
SUOX,ENSG00000139531,0.010800000000000002,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.0,sulfite oxidase
OBSL1,ENSG00000124006,0.010800000000000002,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.0,obscurin like cytoskeletal adaptor 1
RXYLT1,ENSG00000118600,0.010800000000000002,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.0,ribitol xylosyltransferase 1
AHI1,ENSG00000135541,0.010435732365168595,0.00014292946067437522,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,Abelson helper integration site 1
RYR2,ENSG00000198626,0.010429645435795302,0.00011858174318120131,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,ryanodine receptor 2
RPS18,ENSG00000231500,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,ribosomal protein S18
DANCR,ENSG00000226950,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,differentiation antagonizing non-protein coding RNA
ACTG1,ENSG00000184009,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,actin gamma 1
RGMA,ENSG00000182175,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,repulsive guidance molecule BMP co-receptor a
ID4,ENSG00000172201,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,"inhibitor of DNA binding 4, HLH protein"
RPSA,ENSG00000168028,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,ribosomal protein SA
TEF,ENSG00000167074,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,"TEF transcription factor, PAR bZIP family member"
ARSL,ENSG00000157399,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,arylsulfatase L
IGSF10,ENSG00000152580,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,immunoglobulin superfamily member 10
TAGLN,ENSG00000149591,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,transgelin
PPRC1,ENSG00000148840,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,PPARG related coactivator 1
BRD4,ENSG00000141867,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,bromodomain containing 4
LUM,ENSG00000139329,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,lumican
SLC40A1,ENSG00000138449,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,solute carrier family 40 member 1
AOX1,ENSG00000138356,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,aldehyde oxidase 1
NR1D1,ENSG00000126368,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,nuclear receptor subfamily 1 group D member 1
PSPN,ENSG00000125650,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,persephin
SLC2A4RG,ENSG00000125520,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,SLC2A4 regulator
PLCG1,ENSG00000124181,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,phospholipase C gamma 1
NR4A3,ENSG00000119508,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,nuclear receptor subfamily 4 group A member 3
KLF9,ENSG00000119138,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,Kruppel like factor 9
USP35,ENSG00000118369,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,ubiquitin specific peptidase 35
PITRM1,ENSG00000107959,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,pitrilysin metallopeptidase 1
BMPR1A,ENSG00000107779,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,bone morphogenetic protein receptor type 1A
TAF6,ENSG00000106290,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,TATA-box binding protein associated factor 6
JAK3,ENSG00000105639,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,Janus kinase 3
NDRG1,ENSG00000104419,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,N-myc downstream regulated 1
CDIPT,ENSG00000103502,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,CDP-diacylglycerol--inositol 3-phosphatidyltransferase
DDHD2,ENSG00000085788,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,DDHD domain containing 2
TRO,ENSG00000067445,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,trophinin
KRIT1,ENSG00000001631,0.010400000000000001,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.0,KRIT1 ankyrin repeat containing
SLC16A2,ENSG00000147100,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,solute carrier family 16 member 2
DLEC1,ENSG00000008226,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,DLEC1 cilia and flagella associated protein
PBXIP1,ENSG00000163346,0.0088,0.0,0.0,0.0,0.0,0.0,0.0088,0.0,PBX homeobox interacting protein 1
PEG10,ENSG00000242265,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,paternally expressed 10
HOXC4,ENSG00000198353,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,homeobox C4
FAM53B,ENSG00000189319,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,family with sequence similarity 53 member B
RAVER1,ENSG00000161847,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,"ribonucleoprotein, PTB binding 1"
WASF1,ENSG00000112290,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,WASP family member 1
BAMBI,ENSG00000095739,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,BMP and activin membrane bound inhibitor
OVGP1,ENSG00000085465,0.0056,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,oviductal glycoprotein 1
CENPT,ENSG00000102901,0.0048000000000000004,0.0,0.0,0.0,0.0,0.0,0.0048000000000000004,0.0,centromere protein T
SOS1,ENSG00000115904,0.0044,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,SOS Ras/Rac guanine nucleotide exchange factor 1
LAMA3,ENSG00000053747,0.0044,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,laminin subunit alpha 3
RBM10,ENSG00000182872,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,RNA binding motif protein 10
STAT6,ENSG00000166888,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,signal transducer and activator of transcription 6
RPS27A,ENSG00000143947,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,ribosomal protein S27a
NPRL3,ENSG00000103148,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,"NPR3 like, GATOR1 complex subunit"
ABLIM1,ENSG00000099204,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,actin binding LIM protein 1
MAEA,ENSG00000090316,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,"macrophage erythroblast attacher, E3 ubiquitin ligase"
DIS3L2,ENSG00000144535,0.00037947150246539415,0.00037947150246539415,0.0,0.0,0.0,0.0,0.0,0.0,DIS3 like 3'-5' exoribonuclease 2
CDH4,ENSG00000179242,0.00030229455278565323,0.00030229455278565323,0.0,0.0,0.0,0.0,0.0,0.0,cadherin 4
MTHFD1L,ENSG00000120254,0.00023485243055264762,0.00023485243055264762,0.0,0.0,0.0,0.0,0.0,0.0,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
NYNRIN,ENSG00000205978,0.00020906550457521877,0.00020906550457521877,0.0,0.0,0.0,0.0,0.0,0.0,NYN domain and retroviral integrase containing
MMAB,ENSG00000139428,0.0001545861065705669,0.0001545861065705669,0.0,0.0,0.0,0.0,0.0,0.0,metabolism of cobalamin associated B
L3MBTL4,ENSG00000154655,0.00014769488603685744,0.00014769488603685744,0.0,0.0,0.0,0.0,0.0,0.0,L3MBTL histone methyl-lysine binding protein 4
FGF7,ENSG00000140285,0.0001259777058089554,0.0001259777058089554,0.0,0.0,0.0,0.0,0.0,0.0,fibroblast growth factor 7
EFHD1,ENSG00000115468,0.00012166262428605823,0.00012166262428605823,0.0,0.0,0.0,0.0,0.0,0.0,EF-hand domain family member D1
