"symbol","overallAssociationScore","geneticAssociations","somaticMutations","drugs","pathwaysSystemsBiology","textMining","rnaExpression","animalModels","targetName"
"PLAU",0.0018478992734235094,"No data","No data","No data","No data",0.009239496367117545,"No data","No data","plasminogen activator, urokinase"
"CRK",0.0018478992734235094,"No data","No data","No data","No data",0.009239496367117545,"No data","No data","CRK proto-oncogene, adaptor protein"
"POLDIP2",0.0018478992734235094,"No data","No data","No data","No data",0.009239496367117545,"No data","No data","DNA polymerase delta interacting protein 2"
"DDC",0.0018478992734235094,"No data","No data","No data","No data",0.009239496367117545,"No data","No data","dopa decarboxylase"
"AHSA1",0.0018478992734235094,"No data","No data","No data","No data",0.009239496367117545,"No data","No data","activator of HSP90 ATPase activity 1"
"B3GAT2",0.0018478992734235094,"No data","No data","No data","No data",0.009239496367117545,"No data","No data","beta-1,3-glucuronyltransferase 2"
"RNF19A",0.0018478992734235094,"No data","No data","No data","No data",0.009239496367117545,"No data","No data","ring finger protein 19A, RBR E3 ubiquitin protein ligase"
"FAM172A",0.0018478992734235094,"No data","No data","No data","No data",0.009239496367117545,"No data","No data","family with sequence similarity 172 member A"
"GRAP2",0.0018478992734235094,"No data","No data","No data","No data",0.009239496367117545,"No data","No data","GRB2 related adaptor protein 2"
"NOTCH4",0.001519586560007974,0.0001650685650766681,"No data","No data","No data",0.007391597093694037,"No data","No data","notch receptor 4"
"TNFSF15",0.0015068195414654109,0.00011400049090641538,"No data","No data","No data",0.007391597093694037,"No data","No data","TNF superfamily member 15"
"LYZ",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","lysozyme"
"ARHGAP11A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","Rho GTPase activating protein 11A"
"CMTM7",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","CKLF like MARVEL transmembrane domain containing 7"
"RNU11",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","RNA, U11 small nuclear"
"USP9Y",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ubiquitin specific peptidase 9 Y-linked"
"DLG2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","discs large MAGUK scaffold protein 2"
"ALDH5A1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","aldehyde dehydrogenase 5 family member A1"
"SCD5",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","stearoyl-CoA desaturase 5"
"SNORD118",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","small nucleolar RNA, C/D box 118"
"SERPINE2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","serpin family E member 2"
"KMT2E",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","lysine methyltransferase 2E (inactive)"
"SOAT1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","sterol O-acyltransferase 1"
"RBFOX2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","RNA binding fox-1 homolog 2"
"ESRRB",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","estrogen related receptor beta"
"TFAM",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","transcription factor A, mitochondrial"
"NANOG",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","Nanog homeobox"
"MUC3A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","mucin 3A, cell surface associated"
"ATP4A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ATPase H+/K+ transporting subunit alpha"
"ABCA4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ATP binding cassette subfamily A member 4"
"IL3RA",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","interleukin 3 receptor subunit alpha"
"ESPL1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","extra spindle pole bodies like 1, separase"
"ASTL",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","astacin like metalloendopeptidase"
"SMOX",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","spermine oxidase"
"CDH15",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","cadherin 15"
"ESAM",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","endothelial cell adhesion molecule"
"CLIC1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","chloride intracellular channel 1"
"MIF",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","macrophage migration inhibitory factor"
"ATP12A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ATPase H+/K+ transporting non-gastric alpha2 subunit"
"FKBP14",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","FKBP prolyl isomerase 14"
"RPL5",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ribosomal protein L5"
"PHF12",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","PHD finger protein 12"
"CEP120",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","centrosomal protein 120"
"MIR148A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","microRNA 148a"
"NUMA1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","nuclear mitotic apparatus protein 1"
"SPINK5",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","serine peptidase inhibitor Kazal type 5"
"RGCC",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","regulator of cell cycle"
"GLS2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","glutaminase 2"
"UBXN11",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","UBX domain protein 11"
"C6",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","complement C6"
"NDEL1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","nudE neurodevelopment protein 1 like 1"
"RAB27A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","RAB27A, member RAS oncogene family"
"BAZ2B",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","bromodomain adjacent to zinc finger domain 2B"
"PROC",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","protein C, inactivator of coagulation factors Va and VIIIa"
"FBXO3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","F-box protein 3"
"LPAR3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","lysophosphatidic acid receptor 3"
"KRT1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","keratin 1"
"MAEA",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","macrophage erythroblast attacher, E3 ubiquitin ligase"
"HMGCL",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","3-hydroxy-3-methylglutaryl-CoA lyase"
"NBEAP1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","neurobeachin pseudogene 1"
"UBE2K",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ubiquitin conjugating enzyme E2 K"
"ARC",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","activity regulated cytoskeleton associated protein"
"MAGEA4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","MAGE family member A4"
"DBN1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","drebrin 1"
"PRKACB",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","protein kinase cAMP-activated catalytic subunit beta"
"CD38",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","CD38 molecule"
"GRB2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","growth factor receptor bound protein 2"
"SDS",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","serine dehydratase"
"ABCB6",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ATP binding cassette subfamily B member 6 (Langereis blood group)"
"NPPC",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","natriuretic peptide C"
"ING4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","inhibitor of growth family member 4"
"CAVIN4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","caveolae associated protein 4"
"MFAP4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","microfibril associated protein 4"
"HGH1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","HGH1 homolog"
"PRKACA",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","protein kinase cAMP-activated catalytic subunit alpha"
"SMO",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","smoothened, frizzled class receptor"
"CCNA1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","cyclin A1"
"KRIT1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","KRIT1 ankyrin repeat containing"
"RCVRN",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","recoverin"
"ARSH",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","arylsulfatase family member H"
"PPP1R3B",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","protein phosphatase 1 regulatory subunit 3B"
"PNPLA4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","patatin like phospholipase domain containing 4"
"RAB2A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","RAB2A, member RAS oncogene family"
"CD63",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","CD63 molecule"
"VPS51",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","VPS51 subunit of GARP complex"
"OPHN1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","oligophrenin 1"
"NME8",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","NME/NM23 family member 8"
"CRIPT",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","CXXC repeat containing interactor of PDZ3 domain"
"HAND1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","heart and neural crest derivatives expressed 1"
"CASP9",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","caspase 9"
"AGGF1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","angiogenic factor with G-patch and FHA domains 1"
"SRRT",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","serrate, RNA effector molecule"
"A4GALT",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","alpha 1,4-galactosyltransferase (P blood group)"
"SLC5A1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","solute carrier family 5 member 1"
"ARL2BP",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ADP ribosylation factor like GTPase 2 binding protein"
"CACYBP",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","calcyclin binding protein"
"RPL11",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ribosomal protein L11"
"CHAT",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","choline O-acetyltransferase"
"BIK",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","BCL2 interacting killer"
"PNLIP",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","pancreatic lipase"
"DEFB103A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","defensin beta 103A"
"EIF4A2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","eukaryotic translation initiation factor 4A2"
"CYP3A4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","cytochrome P450 family 3 subfamily A member 4"
"CCN2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","cellular communication network factor 2"
"SIPA1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","signal-induced proliferation-associated 1"
"CNOT10",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","CCR4-NOT transcription complex subunit 10"
"GLS",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","glutaminase"
"NME3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","NME/NM23 nucleoside diphosphate kinase 3"
"MEFV",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","MEFV innate immuity regulator, pyrin"
"HOXA-AS2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","HOXA cluster antisense RNA 2"
"IGF2BP2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","insulin like growth factor 2 mRNA binding protein 2"
"WNT7B",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","Wnt family member 7B"
"ARL13B",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ADP ribosylation factor like GTPase 13B"
"VSTM2B",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","V-set and transmembrane domain containing 2B"
"ADCY1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","adenylate cyclase 1"
"BANF1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","BAF nuclear assembly factor 1"
"EBPL",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","EBP like"
"ELP3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","elongator acetyltransferase complex subunit 3"
"PCK2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","phosphoenolpyruvate carboxykinase 2, mitochondrial"
"SFRP4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","secreted frizzled related protein 4"
"STMN1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","stathmin 1"
"C4B",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","complement C4B (Chido blood group)"
"OR2M4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","olfactory receptor family 2 subfamily M member 4"
"SF3A2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","splicing factor 3a subunit 2"
"GLRA1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","glycine receptor alpha 1"
"LYST",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","lysosomal trafficking regulator"
"MKRN1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","makorin ring finger protein 1"
"BNC2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","basonuclin 2"
"NOLC1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","nucleolar and coiled-body phosphoprotein 1"
"RARRES2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","retinoic acid receptor responder 2"
"KCNH1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","potassium voltage-gated channel subfamily H member 1"
"LYPLA2P1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","LYPLA2 pseudogene 1"
"SMAD1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","SMAD family member 1"
"ACP6",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","acid phosphatase 6, lysophosphatidic"
"PAPSS1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"CASP1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","caspase 1"
"SKOR2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","SKI family transcriptional corepressor 2"
"RARS2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","arginyl-tRNA synthetase 2, mitochondrial"
"CLCA1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","chloride channel accessory 1"
"AGER",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","advanced glycosylation end-product specific receptor"
"COMMD6",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","COMM domain containing 6"
"DNA2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","DNA replication helicase/nuclease 2"
"NPRL3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","NPR3 like, GATOR1 complex subunit"
"RBL2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","RB transcriptional corepressor like 2"
"USP25",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ubiquitin specific peptidase 25"
"KCNH7",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","potassium voltage-gated channel subfamily H member 7"
"CFHR1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","complement factor H related 1"
"ZP4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","zona pellucida glycoprotein 4"
"IGHJ4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","immunoglobulin heavy joining 4"
"IL4R",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","interleukin 4 receptor"
"PTN",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","pleiotrophin"
"PRB2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","proline rich protein BstNI subfamily 2"
"ACBD3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","acyl-CoA binding domain containing 3"
"ZFYVE9",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","zinc finger FYVE-type containing 9"
"SARDH",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","sarcosine dehydrogenase"
"IFNB1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","interferon beta 1"
"UBE2S",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ubiquitin conjugating enzyme E2 S"
"C4BPA",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","complement component 4 binding protein alpha"
"VIPR2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","vasoactive intestinal peptide receptor 2"
"COX8A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","cytochrome c oxidase subunit 8A"
"ERICH3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","glutamate rich 3"
"CCR4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","C-C motif chemokine receptor 4"
"NTN1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","netrin 1"
"SMARCC1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"
"MAP3K8",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","mitogen-activated protein kinase kinase kinase 8"
"KCNK3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","potassium two pore domain channel subfamily K member 3"
"BMPER",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","BMP binding endothelial regulator"
"SIL1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","SIL1 nucleotide exchange factor"
"SLC2A4",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","solute carrier family 2 member 4"
"BMPR2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","bone morphogenetic protein receptor type 2"
"RAB34",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","RAB34, member RAS oncogene family"
"ARAF",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","A-Raf proto-oncogene, serine/threonine kinase"
"MRS2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","magnesium transporter MRS2"
"CFHR3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","complement factor H related 3"
"RPS6KB1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ribosomal protein S6 kinase B1"
"RNU4ATAC",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","RNA, U4atac small nuclear (U12-dependent splicing)"
"ZNF597",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","zinc finger protein 597"
"MME",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","membrane metalloendopeptidase"
"CDH11",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","cadherin 11"
"FEZ1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","fasciculation and elongation protein zeta 1"
"KMT2B",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","lysine methyltransferase 2B"
"MYOD1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","myogenic differentiation 1"
"HOOK2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","hook microtubule tethering protein 2"
"LHX8",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","LIM homeobox 8"
"SPAG8",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","sperm associated antigen 8"
"PITRM1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","pitrilysin metallopeptidase 1"
"SLC6A5",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","solute carrier family 6 member 5"
"SNRPB",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","small nuclear ribonucleoprotein polypeptides B and B1"
"RIN2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","Ras and Rab interactor 2"
"ENPP3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ectonucleotide pyrophosphatase/phosphodiesterase 3"
"EGR3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","early growth response 3"
"OSTM1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","osteoclastogenesis associated transmembrane protein 1"
"RBM8A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","RNA binding motif protein 8A"
"FBXL5",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","F-box and leucine rich repeat protein 5"
"C7",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","complement C7"
"UCHL1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ubiquitin C-terminal hydrolase L1"
"ATP5F1B",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ATP synthase F1 subunit beta"
"MOK",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","MOK protein kinase"
"DPAGT1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"
"SLCO1B1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","solute carrier organic anion transporter family member 1B1"
"PRKX",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","protein kinase X-linked"
"CMC1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","C-X9-C motif containing 1"
"DYRK1A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","dual specificity tyrosine phosphorylation regulated kinase 1A"
"SMC6",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","structural maintenance of chromosomes 6"
"CLTC",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","clathrin heavy chain"
"NRP1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","neuropilin 1"
"PIGF",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","phosphatidylinositol glycan anchor biosynthesis class F"
"NEUROG2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","neurogenin 2"
"DDR1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","discoidin domain receptor tyrosine kinase 1"
"CA8",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","carbonic anhydrase 8"
"ABCD3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","ATP binding cassette subfamily D member 3"
"GOLGB1",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","golgin B1"
"CHAF1A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","chromatin assembly factor 1 subunit A"
"HCRTR2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","hypocretin receptor 2"
"CXXC5",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","CXXC finger protein 5"
"SRD5A2",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","steroid 5 alpha-reductase 2"
"PC",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","pyruvate carboxylase"
"F7",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","coagulation factor VII"
"KLF10",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","Kruppel like factor 10"
"CROT",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","carnitine O-octanoyltransferase"
"TAS2R3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","taste 2 receptor member 3"
"AMPD3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","adenosine monophosphate deaminase 3"
"NT5C3A",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","5'-nucleotidase, cytosolic IIIA"
"BVES",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","blood vessel epicardial substance"
"NAV3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","neuron navigator 3"
"LAMTOR3",0.0014783194187388072,"No data","No data","No data","No data",0.007391597093694037,"No data","No data","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
